City,Latitude,Longitude,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country_Code
kapaa,27.067230000000002,-165.41085,86,58,75,10.29,us
arraial do cabo,-36.08964,-25.062250000000002,73.4,78,0,18.34,br
chokurdakh,73.18177000000001,146.36354000000003,57.81,43,82,7.18,ru
buinsk,55.136950000000006,47.11703000000001,60.8,48,75,13.42,ru
dikson,81.20169000000001,84.20916000000001,42.22,99,100,18.03,ru
kharp,67.16683,65.16185,44.46,90,100,13.09,ru
sao geraldo do araguaia,-7.017430000000001,-49.12201,77.61,34,49,2.01,br
barrow,79.19671000000001,-147.36603000000002,41,86,90,13.87,us
bluff,-66.16434000000001,155.38595,55,75,4,15.99,nz
college,66.16434000000001,-151.37599,57.2,41,75,0.78,us
buchanan,3.0074700000000005,-12.029880000000002,76.41,90,100,6.67,lr
lasa,29.072210000000002,91.22659000000002,59,100,98,0.96,cn
amapa,2.00498,-51.126990000000006,71.2,97,100,2.42,br
new norfolk,-65.16185,127.31623000000002,57,57,84,8.01,au
albany,-56.13944000000001,111.27639,64,99,93,5.12,au
san quintin,21.052290000000003,-126.31374000000001,72.41,72,0,10.11,mx
barrow,85.21165,-151.37599,41,86,90,13.87,us
poum,-18.04482,164.40836000000002,74.21,74,3,12.24,nc
saskylakh,82.20418000000001,118.29382000000001,51.64,69,100,4.23,ru
dikson,80.1992,88.21912,42.22,99,100,18.03,ru
shimoda,27.067230000000002,141.35109000000003,78.8,88,75,8.05,jp
vaini,-57.14193000000001,-172.42828000000003,71.6,73,75,8.05,to
chara,56.13944000000001,118.29382000000001,64.27,54,34,5.59,ru
joao pinheiro,-17.042330000000003,-46.114540000000005,66.69,38,0,8.77,br
touros,3.0074700000000005,-32.07968,73.4,78,20,4.7,br
clyde river,71.17679000000001,-65.16185,35.6,80,90,2.24,ca
vaini,-30.074700000000004,-175.43575,71.6,73,75,8.05,to
butaritari,6.014940000000001,167.41583000000003,83.64,70,0,13.42,ki
bochov,50.124500000000005,13.032370000000002,52,93,53,1.12,cz
rikitea,-38.094620000000006,-140.3486,73.65,85,23,15.35,pf
torbay,45.11205,-46.114540000000005,55.99,81,90,8.05,ca
nikolskoye,33.082170000000005,179.44571000000002,52,93,0,11.18,ru
hilo,10.0249,-151.37599,82.4,61,90,8.05,us
vaini,-44.10956,-175.43575,71.6,73,75,8.05,to
rikitea,-11.02739,-113.28137000000001,73.65,85,23,15.35,pf
taraz,42.104580000000006,71.17679000000001,60.8,38,0,6.71,kz
manoel urbano,-9.02241,-70.1743,75.63,78,30,0.94,br
linhares,-20.0498,-39.09711,68.59,93,1,2.93,br
hasaki,36.08964,144.35856,75.2,94,75,4.7,jp
rawson,-44.10956,-64.15936,46.45,55,0,12.03,ar
cukai,4.00996,104.25896000000002,80.6,83,40,3.36,my
dikson,74.18426000000001,79.19671000000001,42.22,99,100,18.03,ru
airai,19.047310000000003,146.36354000000003,75.15,38,1,7.76,pw
avera,-24.059760000000004,-152.37848000000002,75.2,90,75,3.36,pf
dhidhdhoo,8.01992,68.16932000000001,81.79,77,100,12.12,mv
port lincoln,-38.094620000000006,130.3237,60.51,65,5,8.16,au
hilo,10.0249,-143.35607000000002,82.4,61,90,8.05,us
rocha,-44.10956,-45.11205,49.03,92,26,11.05,uy
nikolskoye,51.126990000000006,171.42579,52,93,0,11.18,ru
chokurdakh,81.20169000000001,153.38097000000002,57.81,43,82,7.18,ru
los llanos de aridane,29.072210000000002,-19.047310000000003,71.6,73,5,5.82,es
arraial do cabo,-51.126990000000006,-19.047310000000003,73.4,78,0,18.34,br
mahibadhoo,4.00996,65.16185,82.26,74,100,7.81,mv
hilo,21.052290000000003,-146.36354000000003,82.4,61,90,8.05,us
atuona,1.00249,-144.35856,78.62,75,2,15.23,pf
mao,14.034860000000002,15.037350000000002,69.8,88,0,2.24,td
ushuaia,-65.16185,-35.08715,44.6,52,75,24.16,ar
necochea,-44.10956,-58.144420000000004,46,77,0,8.99,ar
cape town,-54.134460000000004,-9.02241,55,76,20,9.17,za
busselton,-61.15189000000001,94.23406000000001,64.99,63,84,1.99,au
avarua,-51.126990000000006,-165.41085,73.4,64,48,10.29,ck
busselton,-82.20418000000001,90.2241,64.99,63,84,1.99,au
lata,-8.01992,166.41334,66.99,85,100,1.59,sb
port lincoln,-48.11952000000001,129.32121,60.51,65,5,8.16,au
hermanus,-65.16185,14.034860000000002,55,65,18,5.99,za
avarua,-46.114540000000005,-164.40836000000002,73.4,64,48,10.29,ck
ocampo,28.069720000000004,-103.25647000000001,58.28,75,68,9.42,mx
angoche,-16.03984,39.09711,70.41,90,33,4.09,mz
rikitea,-19.047310000000003,-133.33117000000001,73.65,85,23,15.35,pf
quatre cocos,-18.04482,67.16683,69.8,83,75,12.75,mu
vila,-16.03984,173.43077000000002,66,77,100,3,vu
tiksi,71.17679000000001,128.31872,45.79,77,7,4.59,ru
albany,-82.20418000000001,109.27141000000002,64,99,93,5.12,au
verkh-usugli,54.134460000000004,115.28635000000001,51.62,78,92,4.61,ru
nikolskoye,46.114540000000005,168.41832000000002,52,93,0,11.18,ru
rio grande,-38.094620000000006,-46.114540000000005,62.01,97,100,12.3,br
bredasdorp,-77.19173,21.052290000000003,53.6,71,5,12.75,za
ushuaia,-84.20916000000001,-29.072210000000002,44.6,52,75,24.16,ar
avarua,-51.126990000000006,-163.40587000000002,73.4,64,48,10.29,ck
hermanus,-68.16932000000001,0.0,55,65,18,5.99,za
mataura,-86.21414000000001,-164.40836000000002,55,75,44,15.99,pf
busselton,-39.09711,85.21165,64.99,63,84,1.99,au
san policarpo,16.03984,133.33117000000001,85.37,75,98,6.62,ph
georgetown,-13.032370000000002,-14.034860000000002,84.2,78,20,3.36,sh
vila franca do campo,35.08715,-24.059760000000004,71.6,78,40,14.99,pt
jumla,34.08466000000001,84.20916000000001,69.19,50,32,2.53,np
maldonado,-39.09711,-52.12948000000001,54,81,20,14.99,uy
dingle,55.136950000000006,-16.03984,87.46,71,48,5.57,ie
chokurdakh,82.20418000000001,144.35856,57.81,43,82,7.18,ru
rikitea,-61.15189000000001,-119.29631,73.65,85,23,15.35,pf
albany,-56.13944000000001,124.30876,64,99,93,5.12,au
barrow,70.1743,-160.3984,41,86,90,13.87,us
albany,-82.20418000000001,118.29382000000001,64,99,93,5.12,au
barrow,86.21414000000001,-167.41583000000003,41,86,90,13.87,us
kainantu,-7.017430000000001,145.36105,75.51,57,7,6.53,pg
ushuaia,-66.16434000000001,-66.16434000000001,44.6,52,75,24.16,ar
vasterhaninge,59.146910000000005,18.04482,59,60,64,8.01,se
sucre,-19.047310000000003,-65.16185,59.07,58,95,7.83,bo
cape town,-58.144420000000004,-10.0249,55,76,20,9.17,za
busselton,-83.20667,90.2241,64.99,63,84,1.99,au
castro,-54.134460000000004,-103.25647000000001,66.02,44,63,3.15,cl
tasiilaq,69.17181000000001,-40.0996,28.47,96,98,3.13,gl
severo-kurilsk,36.08964,163.40587000000002,53.24,67,0,14.29,ru
manvi,16.03984,77.19173,72.25,92,100,11.41,in
shache,37.092130000000004,78.19422,73.98,20,73,8.21,cn
port alfred,-75.18675,51.126990000000006,56.48,65,0,10.4,za
avarua,-26.064740000000004,-158.39342000000002,73.4,64,48,10.29,ck
new norfolk,-76.18924000000001,134.33366,57,57,84,8.01,au
elesbao veloso,-6.014940000000001,-42.104580000000006,78.37,37,1,9.01,br
saint george,29.072210000000002,-53.13197,89.6,8,1,9.17,bm
menongue,-15.037350000000002,17.042330000000003,53.91,39,0,4.52,ao
longyearbyen,81.20169000000001,20.0498,35.6,87,75,1.81,sj
saldanha,-42.104580000000006,1.00249,53.6,81,96,5.82,za
cananeia,-25.062250000000002,-48.11952000000001,68.47,90,32,2.89,br
albany,-73.18177000000001,108.26892000000001,64,99,93,5.12,au
thompson,61.15189000000001,-92.22908000000001,42.8,81,75,3.36,ca
yumen,42.104580000000006,97.24153000000001,61.75,27,32,8.81,cn
lorengau,11.02739,148.36852000000002,83.23,81,70,11.7,pg
bankura,23.057270000000003,87.21663000000001,85.6,74,66,6.69,in
port alfred,-61.15189000000001,36.08964,56.48,65,0,10.4,za
tuktoyaktuk,89.22161000000001,-118.29382000000001,39.2,86,90,27.51,ca
port keats,-13.032370000000002,126.31374000000001,89.56,38,63,5.19,au
kruisfontein,-56.13944000000001,27.067230000000002,51.19,67,0,10.29,za
lompoc,22.05478,-132.32868000000002,57.99,93,1,6.93,us
salta,-25.062250000000002,-65.16185,66.2,55,90,2.24,ar
kapaa,24.059760000000004,-178.44322000000003,86,58,75,10.29,us
cape town,-82.20418000000001,-12.029880000000002,55,76,20,9.17,za
tessalit,20.0498,2.00498,91.13,14,0,7.31,ml
sistranda,70.1743,6.014940000000001,50,87,75,11.41,no
ayagoz,48.11952000000001,79.19671000000001,64.69,37,97,3.87,kz
hithadhoo,-9.02241,83.20667,81.34,68,30,4.65,mv
vila franca do campo,39.09711,-19.047310000000003,71.6,78,40,14.99,pt
fairbanks,63.156870000000005,-145.36105,57.2,41,1,0.65,us
huautla,21.052290000000003,-98.24402,72.54,89,88,5.35,mx
port elizabeth,-83.20667,37.092130000000004,51.8,76,0,8.05,za
leshukonskoye,68.16932000000001,48.11952000000001,46.53,96,100,6.22,ru
albany,-71.17679000000001,108.26892000000001,64,99,93,5.12,au
port macquarie,-34.08466000000001,157.39093000000003,78.01,47,12,1.99,au
hambantota,3.0074700000000005,84.20916000000001,78.8,100,40,8.05,lk
umm lajj,26.064740000000004,37.092130000000004,88.47,38,38,10.02,sa
ponta do sol,24.059760000000004,-41.102090000000004,69.8,73,20,10.29,cv
dikson,87.21663000000001,86.21414000000001,42.22,99,100,18.03,ru
ushuaia,-85.21165,-55.136950000000006,44.6,52,75,24.16,ar
yellowknife,83.20667,-111.27639,37.4,64,75,4.7,ca
ushuaia,-86.21414000000001,-64.15936,44.6,52,75,24.16,ar
rikitea,-45.11205,-132.32868000000002,73.65,85,23,15.35,pf
mahebourg,-49.12201,80.1992,69.8,83,75,12.75,mu
shimanovsk,52.12948000000001,127.31623000000002,69.13,69,100,5.19,ru
chicama,-12.029880000000002,-86.21414000000001,60.93,81,20,4.61,pe
salalah,16.03984,51.126990000000006,78.8,83,40,2.24,om
barrow,77.19173,-155.38595,41,86,90,13.87,us
port elizabeth,-82.20418000000001,30.074700000000004,51.8,76,0,8.05,za
albany,-58.144420000000004,115.28635000000001,64,99,93,5.12,au
butaritari,23.057270000000003,169.42081000000002,83.64,70,0,13.42,ki
ushuaia,-74.18426000000001,-80.1992,44.6,52,75,24.16,ar
puerto ayora,-9.02241,-102.25398000000001,68,90,85,8.01,ec
mantua,23.057270000000003,-85.21165,69.01,88,0,4.7,cu
ribeira grande,28.069720000000004,-34.08466000000001,71.76,82,100,16.08,pt
bluff,-84.20916000000001,170.4233,55,75,4,15.99,nz
bluff,-87.21663000000001,172.42828000000003,55,75,4,15.99,nz
alpena,45.11205,-83.20667,55.4,71,40,5.82,us
olafsvik,58.144420000000004,-29.072210000000002,46.62,80,99,8.37,is
gayny,60.14940000000001,54.134460000000004,50.36,96,100,6.29,ru
georgetown,-5.01245,-17.042330000000003,84.2,78,20,3.36,sh
yar-sale,72.17928,69.17181000000001,47.17,80,100,14.94,ru
tefe,-5.01245,-65.16185,79.74,70,29,2.89,br
christiansburg,37.092130000000004,-80.1992,68,100,1,2.35,us
nanortalik,50.124500000000005,-39.09711,37.71,74,52,3.29,gl
bengkulu,-21.052290000000003,88.21912,82.94,71,77,6.78,id
masallatah,33.082170000000005,14.034860000000002,73.71,77,0,7.27,ly
temir,49.12201,57.14193000000001,56.7,55,14,6.38,kz
port elizabeth,-81.20169000000001,32.07968,51.8,76,0,8.05,za
avera,-31.07719,-156.38844,75.2,90,75,3.36,pf
cape town,-51.126990000000006,8.01992,55,76,20,9.17,za
kapaa,32.07968,-158.39342000000002,86,58,75,10.29,us
vierzon,47.11703000000001,2.00498,62.6,87,0,8.28,fr
rikitea,-41.102090000000004,-133.33117000000001,73.65,85,23,15.35,pf
carnarvon,-30.074700000000004,100.24900000000001,78.8,61,0,4.7,au
atuona,8.01992,-137.34113000000002,78.62,75,2,15.23,pf
kodiak,53.13197,-149.37101,57.2,58,1,4.7,us
hilo,12.029880000000002,-135.33615,82.4,61,90,8.05,us
storforshei,65.16185,16.03984,39.99,97,99,5.41,no
airai,6.014940000000001,139.34611,75.15,38,1,7.76,pw
kavieng,3.0074700000000005,155.38595,84.06,76,33,13.33,pg
saskylakh,87.21663000000001,117.29133000000002,51.64,69,100,4.23,ru
norman wells,66.16434000000001,-125.31125000000002,44.6,52,40,3.36,ca
kapaa,28.069720000000004,-162.40338000000003,86,58,75,10.29,us
harper,-3.0074700000000005,-7.017430000000001,76.17,89,99,10.76,lr
malinyi,-9.02241,36.08964,70.57,77,0,3,tz
rikitea,-34.08466000000001,-106.26394,73.65,85,23,15.35,pf
cidreira,-42.104580000000006,-38.094620000000006,65.73,89,98,8.81,br
kendari,-4.00996,125.31125000000002,83.86,59,21,3.78,id
ushuaia,-74.18426000000001,-43.10707000000001,44.6,52,75,24.16,ar
bluff,-90.2241,163.40587000000002,55,75,4,15.99,nz
pangnirtung,66.16434000000001,-65.16185,36.18,80,57,1.12,ca
ahipara,-34.08466000000001,165.41085,57.33,64,66,10.98,nz
puerto ayora,-17.042330000000003,-108.26892000000001,68,90,85,8.01,ec
port alfred,-76.18924000000001,51.126990000000006,56.48,65,0,10.4,za
georgetown,-8.01992,-14.034860000000002,84.2,78,20,3.36,sh
kodiak,49.12201,-156.38844,57.2,58,1,4.7,us
hilo,8.01992,-149.37101,82.4,61,90,8.05,us
gat,27.067230000000002,8.01992,77,100,0,3.78,ly
avera,-23.057270000000003,-153.38097000000002,75.2,90,75,3.36,pf
liverpool,43.10707000000001,-64.15936,57.99,93,0,5.82,ca
klaksvik,66.16434000000001,-3.0074700000000005,44.6,93,100,11.18,fo
nieuw amsterdam,7.017430000000001,-55.136950000000006,80.01,90,0,1.99,sr
saldanha,-45.11205,-8.01992,53.6,81,96,5.82,za
ushuaia,-89.22161000000001,-74.18426000000001,44.6,52,75,24.16,ar
hobart,-69.17181000000001,142.35358000000002,57.2,41,40,23.04,au
albany,-74.18426000000001,108.26892000000001,64,99,93,5.12,au
poum,-17.042330000000003,157.39093000000003,74.21,74,3,12.24,nc
caravelas,-21.052290000000003,-25.062250000000002,72,82,1,8.86,br
rikitea,-20.0498,-117.29133000000002,73.65,85,23,15.35,pf
kapaa,38.094620000000006,-176.43824,86,58,75,10.29,us
nanakuli,15.037350000000002,-162.40338000000003,86,54,1,11.41,us
punta arenas,-60.14940000000001,-74.18426000000001,44.6,71,100,17.22,cl
ushuaia,-87.21663000000001,-65.16185,44.6,52,75,24.16,ar
nalut,31.07719,9.02241,68.81,74,0,7.9,ly
nhulunbuy,-12.029880000000002,139.34611,86,45,40,18.34,au
furano,43.10707000000001,142.35358000000002,59,50,75,12.75,jp
busselton,-45.11205,92.22908000000001,64.99,63,84,1.99,au
port blair,14.034860000000002,92.22908000000001,85.03,71,98,8.46,in
mehrabpur,28.069720000000004,68.16932000000001,95.97,33,5,7.2,pk
vaini,-81.20169000000001,-174.43326000000002,71.6,73,75,8.05,to
abdanan,33.082170000000005,47.11703000000001,76.37,19,0,9.6,ir
ushuaia,-73.18177000000001,-53.13197,44.6,52,75,24.16,ar
huntington beach,33.082170000000005,-118.29382000000001,73,77,75,5.82,us
puerto ayora,-5.01245,-100.24900000000001,68,90,85,8.01,ec
fortuna,38.094620000000006,-141.35109000000003,59,100,90,3.36,us
mataura,-81.20169000000001,-146.36354000000003,55,75,44,15.99,pf
tuktoyaktuk,86.21414000000001,-127.31623000000002,39.2,86,90,27.51,ca
te anau,-44.10956,165.41085,51.04,78,67,11.01,nz
saskylakh,82.20418000000001,111.27639,51.64,69,100,4.23,ru
los llanos de aridane,27.067230000000002,-19.047310000000003,71.6,73,5,5.82,es
lagoa,41.102090000000004,-28.069720000000004,71.1,83,100,18.25,pt
punta arenas,-75.18675,-110.27390000000001,44.6,71,100,17.22,cl
ryotsu,39.09711,138.34362000000002,77,69,75,8.05,jp
geraldton,-32.07968,93.23157,80.6,24,32,19.46,au
klaksvik,74.18426000000001,-4.00996,44.6,93,100,11.18,fo
nanortalik,54.134460000000004,-43.10707000000001,37.71,74,52,3.29,gl
bose,24.059760000000004,107.26643000000001,70,83,25,5.99,cn
bonavista,50.124500000000005,-51.126990000000006,55,76,65,16.33,ca
zarya,60.14940000000001,48.11952000000001,52,87,0,4.47,ru
albany,-72.17928,120.29880000000001,64,99,93,5.12,au
saint george,38.094620000000006,-63.156870000000005,89.6,8,1,9.17,bm
ushuaia,-81.20169000000001,-19.047310000000003,44.6,52,75,24.16,ar
knysna,-36.08964,23.057270000000003,46.4,87,0,4.7,za
bredasdorp,-56.13944000000001,24.059760000000004,53.6,71,5,12.75,za
ushuaia,-85.21165,-76.18924000000001,44.6,52,75,24.16,ar
vaini,-39.09711,-171.42579,71.6,73,75,8.05,to
puerto ayora,-11.02739,-102.25398000000001,68,90,85,8.01,ec
mar del plata,-46.114540000000005,-53.13197,46.4,75,0,9.17,ar
khatanga,75.18675,99.24651000000001,54.86,51,0,6.89,ru
port lincoln,-37.092130000000004,134.33366,60.51,65,5,8.16,au
san cristobal,-11.02739,-90.2241,66.67,88,96,3.04,ec
carnarvon,-30.074700000000004,93.23157,78.8,61,0,4.7,au
cape town,-85.21165,-15.037350000000002,55,76,20,9.17,za
saint-philippe,-74.18426000000001,74.18426000000001,64.4,93,75,21.92,re
ushuaia,-90.2241,-45.11205,44.6,52,75,24.16,ar
punta arenas,-60.14940000000001,-109.27141000000002,44.6,71,100,17.22,cl
lompoc,28.069720000000004,-127.31623000000002,57.99,93,1,6.93,us
mar del plata,-44.10956,-49.12201,46.4,75,0,9.17,ar
sovetskiy,71.17679000000001,66.16434000000001,49.57,79,100,12.73,ru
carnarvon,-32.07968,89.22161000000001,78.8,61,0,4.7,au
cape town,-44.10956,1.00249,55,76,20,9.17,za
sitka,52.12948000000001,-136.33864000000003,62.6,29,1,5.82,us
touros,-1.00249,-32.07968,73.4,78,20,4.7,br
qaanaaq,74.18426000000001,-84.20916000000001,20.28,77,24,10.54,gl
mataura,-38.094620000000006,-152.37848000000002,55,75,44,15.99,pf
vestmannaeyjar,63.156870000000005,-20.0498,48.58,80,78,15.39,is
barrow,78.19422,-166.41334,41,86,90,13.87,us
dingle,54.134460000000004,-16.03984,87.46,71,48,5.57,ie
ozernovskiy,51.126990000000006,157.39093000000003,51.93,80,5,15.35,ru
magadan,56.13944000000001,150.3735,58.53,45,0,6.29,ru
klaksvik,70.1743,-4.00996,44.6,93,100,11.18,fo
pacifica,35.08715,-129.32121,60.01,93,90,5.82,us
dryden,52.12948000000001,-93.23157,42.8,81,1,5.82,ca
hilo,3.0074700000000005,-161.40089,82.4,61,90,8.05,us
cherskiy,82.20418000000001,156.38844,53.98,50,79,10.13,ru
mahajanga,-15.037350000000002,44.10956,68,68,8,5.82,mg
zhangjiakou,43.10707000000001,115.28635000000001,67.55,33,19,1.12,cn
punta arenas,-64.15936,-79.19671000000001,44.6,71,100,17.22,cl
port elizabeth,-60.14940000000001,31.07719,51.8,76,0,8.05,za
cidreira,-35.08715,-46.114540000000005,65.73,89,98,8.81,br
airai,14.034860000000002,135.33615,75.15,38,1,7.76,pw
biak,3.0074700000000005,137.34113000000002,81.99,62,49,10.69,id
kenai,63.156870000000005,-153.38097000000002,62.6,36,1,4.79,us
araouane,19.047310000000003,-5.01245,95.63,18,0,7.9,ml
arrecife,29.072210000000002,-13.032370000000002,71.6,88,0,8.05,es
chokurdakh,82.20418000000001,145.36105,57.81,43,82,7.18,ru
avarua,-47.11703000000001,-166.41334,73.4,64,48,10.29,ck
hohhot,41.102090000000004,112.27888000000002,62.6,45,0,2.24,cn
belaya gora,68.16932000000001,147.36603000000002,58.44,37,3,15.75,ru
